139
76	-nan(ind)	-nan(ind)	-nan(ind)	0.0	0.0	40.0	-nan(ind)
9	14828.0000	20859.000	315.00000	0.0	0.0	310.0	2.0000000
9	14686.0000	21145.000	315.00000	0.0	0.0	300.0	2.0000000
123	14656.7900	21150.568	324.00000	0.0	0.0	-45.0	0.3000000
122	14750.0000	21159.000	324.00000	0.0	0.0	90.0	1.7000000
104	14752.1396	21053.107	327.60995	0.0	0.0	45.0	0.5000000
84	14775.2500	20880.430	324.00000	0.0	0.0	0.0	1.5000000
9	14761.4092	20978.938	315.00000	0.0	0.0	290.0	2.0000000
123	14637.0010	21115.119	119.04227	-10.0	0.0	-225.0	0.4000000
77	15117.4893	20681.850	307.10367	-20.0	0.0	-385.0	0.5000000
77	15113.2598	20580.229	324.00000	-20.0	0.0	-475.0	0.4000000
77	14980.9971	20332.959	324.00000	-20.0	0.0	90.0	0.3000000
71	15161.8379	20390.258	314.46188	0.0	0.0	0.0	1.0000000
77	15004.1699	20565.719	324.00000	-20.0	0.0	-250.0	0.4000000
77	14915.7500	20648.020	324.00000	-20.0	0.0	-270.0	0.2000000
75	14942.7686	20745.289	324.00000	0.0	0.0	90.0	1.0000000
75	15040.8291	20433.600	324.00000	0.0	0.0	35.0	0.9000000
9	15061.9688	20578.930	315.00000	0.0	0.0	295.0	2.0000000
9	15055.3301	20346.699	315.00000	0.0	0.0	250.0	2.0000000
9	14947.5498	20743.840	315.00000	0.0	0.0	320.0	2.0000000
80	15030.7588	20653.770	324.00000	0.0	0.0	1305.0	0.4000000
80	15865.6172	20301.377	320.35928	0.0	0.0	1260.0	0.3000000
75	15797.1895	20214.250	328.00305	0.0	0.0	90.0	0.9000000
71	15967.6377	19971.117	324.00000	0.0	0.0	0.0	1.0000000
131	15681.0596	20214.107	326.04965	0.0	0.0	-360.0	1.6000000
115	15589.9990	20292.000	331.00000	0.0	0.0	45.0	0.9000000
80	15209.6602	19995.770	324.00000	0.0	0.0	1260.0	0.2000000
131	15349.4297	19844.100	430.80014	0.0	0.0	-270.0	1.6000000
102	15783.6797	19478.000	327.07999	0.0	0.0	210.0	1.0000000
112	15964.9902	19675.699	324.00000	0.0	0.0	55.0	1.8000000
75	15889.3174	19484.285	324.00000	0.0	0.0	90.0	0.7000000
120	15689.6299	19670.561	326.06796	0.0	0.0	-90.0	0.6000000
103	15650.0000	19550.000	324.00000	0.0	0.0	-182.0	0.6800000
75	15886.8496	19746.809	324.00000	0.0	0.0	90.0	0.9000000
9	15923.5000	19678.459	315.00000	0.0	0.0	45.0	2.0000000
9	15804.9102	19566.949	315.00000	0.0	0.0	35.0	2.0000000
9	15686.8594	19519.270	315.00000	0.0	0.0	10.0	2.0000000
103	15850.0000	19650.000	324.00000	0.0	0.0	-137.0	0.6800000
104	15752.9697	19576.768	325.27609	0.0	0.0	0.0	0.3000000
131	15604.7393	19726.168	324.00000	0.0	0.0	-135.0	1.6000000
112	15463.9189	19488.260	324.00000	0.0	0.0	-35.0	1.8000000
77	15224.4404	19726.309	324.00000	-20.0	0.0	-205.0	0.5000000
77	15285.2402	19672.227	324.00000	-20.0	0.0	-160.0	0.5000000
95	15348.8389	19865.461	324.00000	0.0	0.0	135.0	1.0000000
80	15557.9697	19579.230	324.00000	0.0	0.0	1215.0	0.3500000
9	15535.4404	19512.090	315.00000	0.0	0.0	-5.0	2.0000000
9	15446.8096	19540.090	315.00000	0.0	0.0	-40.0	2.0000000
9	15330.2402	19651.908	315.00000	0.0	0.0	-50.0	2.0000000
9	15219.5391	19794.340	315.00000	0.0	0.0	-55.0	2.0000000
70	15495.9795	19664.959	324.00000	0.0	0.0	0.0	0.8000000
80	15028.3203	20286.178	324.00000	0.0	0.0	1215.0	0.4000000
77	14947.0000	20251.998	324.00000	-20.0	0.0	-225.0	0.2000000
101	15157.2295	19953.818	329.84000	0.0	0.0	25.0	0.7000000
84	14970.7090	20135.859	324.00000	0.0	0.0	0.0	1.5000000
9	15034.9795	20075.189	315.00000	0.0	0.0	-70.0	2.0000000
9	15115.5703	19950.561	315.00000	0.0	0.0	-55.0	2.0000000
9	15018.7100	20206.051	315.00000	0.0	0.0	-100.0	2.0000000
120	15125.8701	20150.547	324.00000	0.0	0.0	-180.0	0.6000000
84	14390.1748	20061.000	343.99997	0.0	0.0	30.0	1.7000000
9	14364.8467	20084.301	315.00000	0.0	0.0	90.0	2.0000000
77	15161.3691	19798.881	324.00000	-20.0	0.0	-295.0	0.5000000
77	14578.3691	19512.590	324.00000	-15.0	0.0	-45.0	0.4000000
92	14378.2988	19794.967	326.56570	0.0	0.0	540.0	0.5000000
124	14404.6201	19679.350	326.78793	45.0	0.0	315.0	0.8000000
9	14437.9697	19565.648	315.00000	0.0	0.0	135.0	2.0000000
123	13950.0000	20850.000	324.00000	0.0	0.0	45.0	0.5000000
122	13937.4395	20945.189	324.00000	0.0	0.0	45.0	2.0000000
123	14053.9990	20903.000	324.00000	0.0	0.0	90.0	0.4000000
48	14132.3701	20822.609	230.16000	0.0	0.0	90.0	1.6000000
9	14037.0000	20794.000	315.00000	0.0	0.0	135.0	2.0000000
9	13910.7891	20887.119	315.00000	0.0	0.0	150.0	2.0000000
123	13772.5498	21048.447	324.00000	0.0	0.0	90.0	0.4000000
123	13847.2275	20948.230	324.00000	0.0	0.0	90.0	0.3000000
104	13856.7295	20844.680	327.08554	0.0	0.0	45.0	0.3500000
31	13560.0996	20900.930	326.36365	180.0	0.0	-540.0	2.5000000
33	13686.1729	21080.953	324.00000	0.0	0.0	90.0	2.5000000
9	13761.1797	20958.527	315.00000	0.0	0.0	160.0	2.0000000
9	13625.0000	20981.631	298.00000	0.0	0.0	-185.0	2.0000000
80	13722.6787	20965.998	324.00000	0.0	0.0	585.0	0.3000000
80	13792.3604	20912.811	324.00000	0.0	0.0	495.0	0.3000000
84	14289.1191	20462.600	345.76355	0.0	0.0	45.0	1.7000000
80	14165.2500	20748.566	338.07388	0.0	0.0	495.0	0.3000000
9	14232.5469	20524.270	315.00000	0.0	0.0	120.0	2.0000000
20	14141.4287	20654.000	332.00000	0.0	0.0	90.0	1.1000000
122	14037.4102	20753.189	334.21298	0.0	0.0	45.0	2.0000000
77	14039.9990	20637.000	359.00000	-15.0	0.0	135.0	0.4000000
77	14221.6094	20653.631	324.00000	-15.0	0.0	-90.0	0.4000000
77	14167.0195	20539.820	324.00000	-15.0	0.0	180.0	0.4000000
75	14247.3496	20444.479	324.00000	0.0	0.0	45.0	1.0000000
71	13971.0010	20468.000	334.27393	15.0	0.0	0.0	1.0000000
9	14142.4102	20670.549	315.00000	0.0	0.0	125.0	2.0000000
9	14301.8291	20383.389	315.00000	0.0	0.0	110.0	2.0000000
70	13540.0098	20341.801	348.00000	-30.0	0.0	-70.0	0.8000000
120	13839.3691	20730.680	324.55209	0.0	0.0	45.0	0.6000000
123	13150.0000	20950.000	324.00000	0.0	0.0	45.0	0.3500000
35	13449.7930	20981.889	325.79614	0.0	0.0	-720.0	3.5999999
31	13339.9492	20901.500	321.88028	0.0	0.0	0.0	2.5000000
26	13450.2275	21066.992	325.89789	0.0	0.0	270.0	4.2500000
33	13214.9990	21078.205	324.00000	0.0	0.0	90.0	2.5000000
75	13124.2891	21082.236	325.26001	0.0	0.0	45.0	1.0000000
9	13102.7295	20979.920	315.00000	0.0	0.0	190.0	2.0000000
9	13287.8994	20994.240	298.14349	0.0	0.0	-180.0	2.0000000
9	13471.9805	20990.600	298.00000	0.0	0.0	-180.0	2.0000000
104	12712.0000	20776.998	326.17563	0.0	0.0	45.0	0.6000000
123	12846.2295	20838.609	324.00000	0.0	0.0	45.0	0.5000000
123	12950.0000	20850.000	324.00000	0.0	0.0	225.0	0.3000000
101	12881.8799	20935.699	331.68460	0.0	0.0	25.0	1.0000000
122	13036.1104	21054.090	336.76001	0.0	0.0	45.0	2.0000000
120	12961.2598	20824.668	324.00000	0.0	0.0	-60.0	0.6000000
104	13034.2500	20929.648	327.19000	0.0	0.0	45.0	0.4500000
9	12874.5391	20832.379	315.00000	0.0	0.0	210.0	2.0000000
9	13026.4404	20941.080	315.00000	0.0	0.0	220.0	2.0000000
76	12952.4492	21011.439	335.58240	0.0	0.0	45.0	0.1000000
120	13422.0000	20421.000	349.91296	-15.0	0.0	0.0	0.6000000
77	13438.6504	20330.451	286.43848	-15.0	0.0	-0.0	0.2500000
123	12746.0000	20661.000	324.00000	0.0	0.0	45.0	0.3000000
122	12834.5000	20736.010	324.00000	0.0	0.0	45.0	2.0000000
115	12984.8301	20724.029	324.00000	0.0	0.0	45.0	1.2000000
9	12726.8184	20748.160	315.00000	0.0	0.0	210.0	2.0000000
84	14350.3096	20265.039	341.83212	0.0	0.0	45.0	1.7000000
84	14280.2090	20281.770	324.00000	0.0	0.0	210.0	1.5000000
84	14319.0898	20112.340	331.38312	0.0	0.0	255.0	1.5000000
120	14156.0791	19994.670	324.00000	0.0	0.0	45.0	0.6000000
9	14343.3701	20239.039	315.00000	0.0	0.0	105.0	2.0000000
9	14339.2305	19954.049	315.00000	0.0	0.0	70.0	2.0000000
77	13542.0000	20147.701	355.00000	-15.0	0.0	270.0	0.2700000
71	13576.8096	20013.910	339.74167	15.0	0.0	135.0	1.0000000
80	13509.1631	19931.414	352.38315	0.0	0.0	450.0	0.3000000
77	13630.5752	19915.844	317.42392	-15.0	0.0	270.0	0.2700000
101	13532.8154	20231.072	363.30255	0.0	0.0	0.0	1.0000000
75	13643.5791	20143.010	324.00000	0.0	0.0	45.0	0.7000000
124	14276.5293	19662.816	343.67996	0.0	0.0	315.0	0.8000000
84	14350.3887	19546.219	330.23956	0.0	0.0	0.0	1.5000000
9	14336.0000	19749.000	315.00000	0.0	0.0	110.0	2.0000000
70	14189.2002	19618.119	331.45410	0.0	0.0	0.0	0.8000000
120	13742.9395	19849.469	327.07581	0.0	0.0	0.0	0.6000000
70	13722.1494	19774.379	319.35999	0.0	0.0	0.0	0.8000000
101	13592.5000	19833.209	326.34113	0.0	0.0	25.0	0.8000000
20	13448.9902	20143.199	324.00000	0.0	0.0	0.0	1.1000000
71	13277.0000	20206.000	317.99997	-10.0	0.0	45.0	1.0000000
77	13268.2500	20035.199	359.00482	-15.0	0.0	90.0	0.3000000
77	13430.8301	20238.469	375.00000	-15.0	0.0	-0.0	0.2500000
77	13439.8496	20044.779	375.40997	-15.0	0.0	180.0	0.3000000
70	13110.9697	20049.814	366.53119	0.0	0.0	0.0	0.8000000
104	13108.0000	19915.998	333.00000	30.0	0.0	0.0	0.3000000
101	13392.9990	20179.000	378.00000	0.0	0.0	0.0	0.8000000
101	13148.4160	20169.000	363.00000	0.0	0.0	0.0	0.8000000
120	13322.4443	19945.949	353.24286	0.0	0.0	-90.0	0.6000000
80	13350.9990	20097.000	367.61218	-15.0	0.0	90.0	0.3000000
101	13211.5117	19948.357	342.82483	0.0	0.0	0.0	1.0000000
104	13345.9453	19990.000	365.48849	0.0	0.0	0.0	0.3500000
77	13070.2588	20155.629	307.16998	-15.0	0.0	-225.0	0.2500000
75	13056.8193	20239.938	336.20953	0.0	0.0	45.0	1.0000000
80	12937.0000	20249.000	343.97882	15.0	0.0	225.0	0.3000000
120	12910.0010	20189.000	353.00000	-19.0	0.0	45.0	0.6000000
101	12954.0498	20061.297	352.04633	0.0	0.0	0.0	1.0000000
120	13081.0986	19561.561	324.00000	0.0	0.0	45.0	0.6000000
75	13289.8896	19492.930	324.00000	0.0	0.0	90.0	0.8000000
104	13422.8252	19874.000	351.20316	15.0	0.0	0.0	0.2500000
75	13298.2891	19852.842	332.71881	0.0	0.0	0.0	0.8000000
101	13142.0000	19595.000	324.00000	0.0	0.0	25.0	0.7000000
71	12763.4189	19706.830	324.00000	0.0	0.0	0.0	1.0000000
80	12836.2988	19554.570	324.00000	0.0	0.0	540.0	0.4000000
115	13031.0088	19552.850	324.00000	0.0	0.0	45.0	1.2000000
77	12746.5195	19544.500	324.00000	0.0	0.0	190.0	0.2500000
9	12935.9893	19507.680	315.00000	0.0	0.0	-5.0	2.0000000
9	12746.8301	19519.930	315.00000	0.0	0.0	0.0	2.0000000
71	12929.5986	19598.979	324.00000	0.0	0.0	-90.0	0.7000000
20	24745.0000	19243.000	23.15681	20.0	0.0	-700.0	0.8000000
102	24681.7480	19108.848	32.00000	0.0	0.0	45.0	0.8000000
6	24699.0000	19395.000	18.00000	0.0	0.0	80.0	2.0000000
6	24682.7305	19199.529	18.00000	0.0	0.0	90.0	2.0000000
76	24645.0703	19250.330	24.00000	0.0	0.0	-320.0	0.1500000
6	24681.1289	18988.170	18.00000	0.0	0.0	90.0	2.0000000
77	24720.5527	18672.980	24.00000	-15.0	0.0	290.0	0.4000000
6	24679.6289	18804.119	18.00000	0.0	0.0	90.0	2.0000000
77	24722.4570	18803.268	24.00000	-15.0	0.0	-25.0	0.2000000
76	24637.0195	18748.727	19.01000	0.0	0.0	-320.0	0.1500000
128	24655.6875	18980.580	24.00000	0.0	0.0	45.0	0.8000000
80	24759.1602	19037.770	34.75000	0.0	0.0	-45.0	0.3000000
6	24656.8496	18635.578	18.00000	0.0	0.0	70.0	2.0000000
76	24787.4688	18762.689	24.00000	0.0	0.0	115.0	0.1000000
77	24661.7480	18515.000	24.00000	-10.0	0.0	-100.0	0.5000000
77	24618.4258	18388.734	24.00000	-15.0	0.0	200.0	0.3000000
76	24621.2793	18621.049	11.65602	0.0	0.0	-230.0	0.2500000
120	24596.0000	18265.998	31.20831	7.0	0.0	-405.0	0.6000000
6	24594.8477	18443.080	18.00000	0.0	0.0	80.0	2.0000000
20	24618.0000	18076.000	24.00000	20.0	0.0	-675.0	0.9000000
75	24628.7773	18140.789	24.00000	0.0	0.0	45.0	1.0000000
76	24646.5703	17962.510	16.11328	0.0	0.0	70.0	0.1000000
124	24577.7793	19165.328	24.00000	-45.0	0.0	-405.0	0.6000000
76	24542.2676	19348.490	19.50000	0.0	0.0	-230.0	0.2500000
124	24551.6562	19239.150	24.00000	0.0	0.0	-405.0	0.7000000
128	24513.4297	19147.777	24.00000	0.0	0.0	0.0	0.7000000
120	24550.3301	18839.229	24.00000	0.0	0.0	-405.0	0.6000000
80	24463.7871	18874.750	24.00000	0.0	0.0	-45.0	0.3000000
115	23493.7500	19051.816	24.00000	0.0	0.0	45.0	0.9000000
123	23337.8594	19312.398	24.00000	0.0	0.0	-450.0	0.3000000
120	23383.5195	19225.561	24.00000	0.0	0.0	-135.0	0.6000000
6	23364.3379	19110.520	18.00000	0.0	0.0	-60.0	2.0000000
123	23448.3887	19144.930	24.00000	0.0	0.0	45.0	0.4000000
115	23444.4570	19246.949	24.00000	0.0	0.0	45.0	1.4000000
115	23560.0000	19159.000	24.00000	0.0	0.0	45.0	0.8000000
123	23256.0000	19256.000	3.00000	-15.0	0.0	90.0	0.7000000
123	23262.1484	19446.730	24.00000	0.0	0.0	45.0	0.5000000
122	23266.9688	19141.170	24.00000	0.0	0.0	45.0	2.0000000
6	23262.5098	19290.480	18.00000	0.0	0.0	-60.0	2.0000000
6	23172.0098	19455.510	18.00000	0.0	0.0	-60.0	2.0000000
123	23125.1387	19374.539	24.00000	0.0	0.0	-90.0	0.4000000
105	23329.0000	18670.000	36.00000	-25.0	0.0	90.0	2.3000000
6	23413.7305	18715.168	18.00000	0.0	0.0	-90.0	2.0000000
6	23417.9902	18912.039	18.00000	0.0	0.0	-90.0	2.0000000
120	23494.1504	18740.480	24.00000	0.0	0.0	-180.0	0.6000000
122	23452.8398	18940.998	24.00000	0.0	0.0	45.0	2.3000000
105	23379.1992	18803.889	24.00000	0.0	0.0	90.0	1.8000000
101	23468.9980	18710.000	24.00000	0.0	0.0	-20.0	0.6000000
105	23536.0000	18751.998	24.00000	20.0	0.0	90.0	1.3000000
101	23313.5566	18772.260	29.76005	0.0	0.0	-20.0	0.6000000
6	24572.8594	18223.979	18.00000	0.0	0.0	90.0	2.0000000
77	24588.8398	18474.189	24.00000	-15.0	0.0	155.0	0.2000000
80	24523.4473	18564.459	24.00000	0.0	0.0	45.0	0.4000000
75	24481.9102	18270.389	24.00000	0.0	0.0	45.0	0.8000000
80	24498.5586	18450.227	24.00000	0.0	0.0	-45.0	0.3000000
84	24567.0000	17817.000	24.00000	0.0	0.0	0.0	1.1000000
120	24394.8770	17817.080	24.00000	0.0	0.0	-360.0	0.6000000
71	24455.3672	18146.070	24.00000	0.0	0.0	0.0	0.7000000
6	24559.0000	18039.000	18.00000	0.0	0.0	80.0	2.0000000
6	24528.8887	17843.000	18.00000	0.0	0.0	85.0	2.0000000
104	24309.3086	18025.408	29.07000	0.0	0.0	0.0	0.3000000
80	24430.8008	17995.727	24.00000	0.0	0.0	0.0	0.3000000
80	24529.0000	18019.000	24.00000	0.0	0.0	-45.0	0.3000000
105	23462.9980	18612.998	24.00000	10.0	0.0	90.0	2.0999999
105	23323.0000	18530.000	37.00000	0.0	0.0	-45.0	1.6000000
77	23415.5938	18235.568	24.00000	-15.0	0.0	-70.0	0.4000000
77	23376.1660	18292.289	24.00000	-10.0	0.0	45.0	0.4000000
77	23400.1680	18407.285	20.00000	-15.0	0.0	-10.0	0.2500000
6	23404.7051	18310.752	18.00000	0.0	0.0	-90.0	2.0000000
6	23413.3789	18516.150	18.00000	0.0	0.0	-90.0	2.0000000
76	23417.6777	18515.865	17.02045	0.0	0.0	-140.0	0.1500000
76	23559.3359	18253.926	24.00000	0.0	0.0	-230.0	0.1000000
80	23516.8066	18430.129	24.00000	0.0	0.0	-180.0	0.4000000
101	23502.6406	18313.311	24.00000	0.0	0.0	25.0	0.7000000
77	23473.3066	18119.588	24.00000	-15.0	0.0	-115.0	0.3000000
77	23354.0176	18048.688	24.00000	-15.0	0.0	-115.0	0.4000000
77	23366.1660	18138.287	24.00000	-10.0	0.0	90.0	0.6000000
120	23315.1797	17827.389	24.00000	0.0	0.0	-225.0	0.6000000
6	23362.9570	18112.000	18.00000	0.0	0.0	-110.0	2.0000000
80	23446.3770	17971.676	24.00000	0.0	0.0	-225.0	0.4000000
131	23532.1289	17882.209	23.00000	0.0	0.0	-720.0	1.6000000
131	23602.7578	18018.537	24.00000	0.0	0.0	-630.0	2.0000000
77	23278.7207	17977.520	24.00000	-15.0	0.0	110.0	0.4000000
6	23167.1191	17778.799	18.00000	0.0	0.0	-135.0	2.0000000
6	23280.6465	17941.020	18.00000	0.0	0.0	-115.0	2.0000000
76	23199.1660	17882.285	24.00000	0.0	0.0	-95.0	0.1000000
20	24676.0000	17510.000	24.00000	10.0	0.0	-450.0	0.9000000
120	24616.2598	17586.949	34.64000	0.0	0.0	-360.0	0.6000000
71	24626.9980	17408.000	24.00000	0.0	0.0	0.0	0.8000000
128	24774.2090	17349.047	27.69404	12.0	0.0	45.0	0.8000000
6	24614.0000	17453.000	18.00000	0.0	0.0	115.0	2.0000000
76	24715.8789	17465.010	16.91597	0.0	0.0	115.0	0.1000000
80	24619.6875	16928.051	24.00000	0.0	0.0	-90.0	0.3047619
77	24787.9980	17200.000	24.00000	-20.0	0.0	280.0	0.4000000
77	24756.5664	17035.959	24.00000	-20.0	0.0	-45.0	0.2000000
77	24725.1895	17119.279	24.00000	-20.0	0.0	45.0	0.2000000
115	24695.2891	16998.629	24.00000	0.0	0.0	45.0	1.4000000
80	24607.2090	17077.730	24.00000	0.0	0.0	45.0	0.3000000
76	24767.9590	17317.420	24.00000	0.0	0.0	115.0	0.1000000
6	24805.6191	16952.500	18.00000	0.0	0.0	90.0	2.0000000
6	24773.8691	17107.080	18.00000	0.0	0.0	110.0	2.0000000
6	24698.0000	17276.000	18.00000	0.0	0.0	115.0	2.0000000
76	24879.8691	17042.398	24.00000	0.0	0.0	90.0	0.2000000
76	24820.4980	16956.699	24.00000	0.0	0.0	205.0	0.1000000
80	24688.4297	17270.078	24.00000	0.0	0.0	-180.0	0.4000000
76	24865.2383	17113.789	24.00000	0.0	0.0	205.0	0.1000000
104	24659.0000	16670.000	26.00000	0.0	0.0	-90.0	0.4000000
77	24839.0586	16850.000	24.00000	-20.0	0.0	270.0	0.5000000
77	24699.0000	16578.000	24.00000	-20.0	0.0	225.0	0.3500000
77	24741.6797	16755.068	24.00000	-20.0	0.0	-90.0	0.3000000
80	24631.4062	16782.857	24.00000	0.0	0.0	225.0	0.3809524
80	24748.9082	16890.920	24.00000	0.0	0.0	-15.0	0.3809524
6	24619.1094	16573.250	18.00000	0.0	0.0	50.0	2.0000000
6	24727.8691	16706.490	18.00000	0.0	0.0	50.0	2.0000000
6	24792.0000	16822.000	18.00000	0.0	0.0	70.0	2.0000000
76	24725.8203	16656.100	24.00000	0.0	0.0	115.0	0.1000000
76	24824.5566	16677.789	24.00000	0.0	0.0	45.0	0.2000000
76	24861.9590	16732.379	24.00000	0.0	0.0	160.0	0.1000000
76	24630.8066	16481.850	24.00000	0.0	0.0	45.0	0.1000000
80	24567.8301	17610.500	24.00000	0.0	0.0	-45.0	0.3000000
6	24552.0098	17628.420	18.00000	0.0	0.0	105.0	2.0000000
71	24448.8867	17616.508	24.00000	0.0	0.0	0.0	0.6000000
75	24510.0000	17484.000	24.00000	0.0	0.0	45.0	0.7000000
120	24220.0000	17223.000	24.00000	0.0	0.0	-200.0	0.5000000
120	24560.4590	17245.811	24.00000	0.0	0.0	-360.0	0.6000000
131	24266.8398	17192.369	24.00000	0.0	0.0	-680.0	1.6000000
131	24135.7988	17122.549	24.00000	0.0	0.0	-765.0	2.0000000
131	24165.4805	17340.230	24.00000	0.0	0.0	-880.0	1.9000000
71	22955.3887	17444.779	24.00000	-15.0	0.0	-135.0	1.1000000
71	23035.7109	17633.680	24.00000	-15.0	0.0	-135.0	0.9000000
101	23159.1699	17743.027	24.00000	0.0	0.0	25.0	0.7000000
120	22912.5898	17480.199	24.00000	0.0	0.0	-270.0	0.6000000
6	23006.7598	17658.439	18.00000	0.0	0.0	-145.0	2.0000000
80	23129.8164	17496.648	24.00000	0.0	0.0	-135.0	0.4000000
104	23241.2402	17662.141	25.38735	0.0	0.0	0.0	0.3000000
120	23353.0000	17073.000	44.00000	5.0	0.0	-230.0	0.5000000
120	23204.1602	16989.459	46.00000	0.0	0.0	-200.0	0.5000000
122	23251.0391	17086.789	44.00000	0.0	0.0	45.0	1.8000000
123	23259.8809	16976.090	48.15657	0.0	0.0	45.0	0.3000000
80	24550.4121	16730.869	24.00000	0.0	0.0	-90.0	0.2285714
80	24582.8574	16612.770	24.00000	0.0	0.0	0.0	0.3047619
120	24401.5898	16532.020	24.00000	0.0	0.0	-405.0	0.6000000
123	24582.3477	16424.840	24.00000	0.0	0.0	0.0	0.3000000
120	24208.5977	16208.330	24.00000	0.0	0.0	-405.0	0.6000000
104	24332.5781	16459.270	27.76339	0.0	0.0	0.0	0.2000000
6	24492.6094	16441.240	18.00000	0.0	0.0	45.0	2.0000000
6	24215.7090	16181.149	18.00000	0.0	0.0	50.0	2.0000000
6	24357.0000	16320.000	18.00000	0.0	0.0	40.0	2.0000000
123	24314.5684	16204.351	24.00000	0.0	0.0	90.0	0.5000000
123	24425.5996	16282.801	24.00000	0.0	0.0	-180.0	0.3500000
104	24254.5801	16348.920	28.11475	0.0	0.0	0.0	0.3000000
80	24474.0000	16314.149	33.21000	0.0	0.0	-180.0	0.2300000
80	24388.9473	16219.640	33.20000	0.0	0.0	-225.0	0.2300000
122	24243.0488	16446.910	24.00000	0.0	0.0	45.0	2.0000000
123	24153.4980	16254.390	24.00000	0.0	0.0	45.0	0.3000000
122	23195.7090	16894.859	44.00000	0.0	0.0	45.0	1.5000000
80	23363.1230	16225.266	24.00000	0.0	0.0	45.0	0.3000000
128	23222.8281	16424.781	20.33000	0.0	0.0	45.0	0.8000000
120	23262.9570	16128.769	24.00000	0.0	0.0	-360.0	0.6000000
0	23147.7266	16189.711	0.00000	0.0	0.0	0.0	1.0000000
120	23003.8613	16233.607	23.07331	0.0	0.0	-405.0	0.6000000
80	23037.9355	16400.369	24.00000	0.0	0.0	-90.0	0.4000000
124	22043.0000	19204.000	327.00000	45.0	0.0	-315.0	0.7000000
124	22153.0000	19154.000	333.00000	0.0	0.0	-405.0	0.8000000
92	22411.1387	19064.219	325.75998	0.0	0.0	-125.0	0.6000000
9	22316.0391	19082.359	315.00000	0.0	0.0	150.0	2.0000000
9	22167.6367	19157.719	315.00000	0.0	0.0	160.0	2.0000000
80	22469.5586	18946.787	334.92410	0.0	0.0	-135.0	0.3000000
92	22650.1699	18706.680	324.00000	0.0	0.0	-170.0	0.6000000
9	22547.0000	18847.000	315.00000	0.0	0.0	130.0	2.0000000
9	22609.5000	18733.617	315.00000	0.0	0.0	105.0	2.0000000
76	22565.5996	18970.449	324.00000	0.0	0.0	60.0	0.1500000
120	22078.0000	18814.000	324.00000	0.0	0.0	-150.0	0.6000000
101	22143.1875	18951.689	328.20709	0.0	0.0	25.0	1.0000000
75	22165.2305	18766.859	324.00000	0.0	0.0	90.0	0.8000000
124	22451.0195	18851.600	328.00000	0.0	0.0	-405.0	0.7000000
20	22050.9102	19038.221	324.00000	10.0	0.0	-540.0	1.1000000
9	22430.0098	18987.859	315.00000	0.0	0.0	130.0	2.0000000
70	22359.0586	18779.709	314.65656	0.0	0.0	0.0	0.8000000
80	22248.2500	18898.039	324.00000	0.0	0.0	-360.0	0.3000000
104	21853.0000	19062.000	349.00000	0.0	0.0	-90.0	0.3000000
77	21849.0000	19301.238	324.00000	25.0	0.0	-495.0	0.3500000
77	21931.6309	19150.062	343.99997	25.0	0.0	-360.0	0.3500000
77	21665.9980	19251.000	324.00000	25.0	0.0	-180.0	0.4500000
71	21709.0781	19092.637	369.51437	0.0	0.0	0.0	1.0000000
9	21995.5176	19209.670	315.00000	0.0	0.0	170.0	2.0000000
9	21823.1895	19221.117	315.00000	0.0	0.0	180.0	2.0000000
9	21643.1875	19224.529	315.00000	0.0	0.0	180.0	2.0000000
128	21798.1797	19227.277	324.00000	0.0	0.0	-180.0	1.0000000
84	21230.7305	19174.209	330.18967	0.0	0.0	135.0	1.6000000
77	21544.9609	19127.789	352.12408	25.0	0.0	45.0	0.3500000
77	21453.9297	19272.172	324.00000	25.0	0.0	-585.0	0.3500000
84	21320.4004	19120.039	324.00000	0.0	0.0	0.0	1.5000000
9	21471.7988	19202.580	315.00000	0.0	0.0	195.0	2.0000000
9	21312.8691	19139.520	315.00000	0.0	0.0	205.0	2.0000000
75	21992.1406	18929.947	324.00000	0.0	0.0	135.0	0.8000000
120	21634.0391	18891.646	324.00000	0.0	0.0	45.0	0.6000000
77	21730.0293	18953.619	201.17000	0.0	0.0	-360.0	0.3500000
80	21273.8496	18668.461	324.00000	0.0	0.0	-360.0	0.3000000
120	21186.5684	18649.770	334.06247	0.0	0.0	135.0	0.6000000
70	22512.7266	18553.949	333.02383	0.0	0.0	0.0	0.8000000
75	22725.0312	18552.891	330.29266	0.0	0.0	0.0	0.8000000
92	22587.8496	18321.930	328.54999	0.0	0.0	-215.0	0.6000000
11	22620.0000	18451.998	308.00000	0.0	0.0	80.0	2.0000000
9	22628.5801	18584.658	315.00000	0.0	0.0	90.0	2.0000000
9	22476.0898	18260.719	315.00000	0.0	0.0	35.0	2.0000000
9	22572.0000	18360.369	315.00000	0.0	0.0	55.0	2.0000000
80	22394.2695	18592.268	324.17990	0.0	0.0	-405.0	0.3000000
80	22050.9199	18199.488	324.00000	0.0	0.0	-225.0	0.3000000
71	22281.5801	18294.340	335.47784	-15.0	0.0	0.0	1.0000000
75	22355.9609	18454.580	328.91208	0.0	0.0	90.0	0.8000000
124	22450.0000	18250.000	324.00000	0.0	0.0	-405.0	0.8000000
120	22184.1270	18365.289	324.00000	0.0	0.0	-45.0	0.6000000
75	22166.3145	18207.484	358.42191	0.0	0.0	90.0	0.8000000
76	22470.9199	18146.070	324.00000	0.0	0.0	60.0	0.1500000
